barcode;name;description;unit;rate;costprice;lastprice;category;notax;discper
6281014134019;قودى ذرة  ذهبية 350 ج;قودى ذرة  ذهبية 350 ج;1;5.5;4.954;5;1;FALSE;0
6251361100104;شاي كبوس خيط 100;شاي كبوس خيط 100;1;13;12.027;12.5;1;FALSE;0
5202118101050;زيتون ايديال 125 ج;زيتون ايديال 125 ج;1;8.5;7.386;7.5;1;FALSE;0
5283003202038;حمص بالطحينة شتورة 380 ج;حمص بالطحينة شتورة 380 ج;1;4.5;3.402;4;1;FALSE;0
8004030352513;نونة ريو علبتين 160 ج;نونة ريو علبتين 160 ج;20;28;24.256;25.5;1;FALSE;0
6281006850415;شاي ليبتون خيط 100 كيس;شاي ليبتون خيط 100 كيس;1;16;14;14;1;FALSE;0
6285441000305;ماء أوجين نص ريال;ماء أوجين نص ريال;6;17;13;13;1;FALSE;0
123456;علب قصدير صغيرة;علب قصدير صغيرة;1;7.67;6;6;1;FALSE;0
6281036014085;كيس كرنشي شيتوس *16 عبوة;كيس كرنشي شيتوس *16 عبوة;3;18;0;0;1;FALSE;0
6281036999955;كيس ليز بالجبنة الفرنسية *14عبوة;كيس ليز بالجبنة الفرنسية *14عبوة;3;16;0;0;1;FALSE;0
6281036999986;كيس ليز بالملح والخل*14عبوة;كيس ليز بالملح والخل*14عبوة;3;16;0;0;1;FALSE;0
6281036999993;كيس ليز بالملح*14 عبوة;كيس ليز بالملح*14 عبوة;9;16;0;0;1;FALSE;0
6281036999962;كيس ليز بكاتشب الطماطم*14عبوة;كيس ليز بكاتشب الطماطم*14عبوة;3;14;13.318;13.5;1;FALSE;0
6281036999979;كيس ليز بالفلفل الحار;كيس ليز بالفلفل الحار;8;16;0;0;1;FALSE;0
6281100971924;كيس زيزو *20عبوة;كيس زيزو *20عبوة;8;16;14.436;14.5;1;FALSE;0
6281100850618;كيس بفك نسمة;كيس بفك نسمة;8;8;7.507;7.5;1;FALSE;0
6281071111213;كيس مرامي كاتشب;كيس مرامي;8;9;7;7;1;FALSE;0
6281071112210;كيس مرامي;كيس مرامي;8;9;7;7;1;FALSE;0
6281071146215;كيس مرامي;كيس مرامي;8;9;7;7;1;FALSE;0
6281071114214;كيس مرامي;كيس مرامي;8;9;7.748;8.5;1;FALSE;0
6294001821670;شوكولاتة بالحليب محشوه بالكرامل 40ج;شوكولاتة بالحليب محشوه بالكرامل 40ج;1;3.5;2;2;1;FALSE;0
5000159407236;شوكولاتة مارس;شوكولاتة مارس;1;3;2.156;2.5;1;FALSE;0
5000159519762;شوكولاتة ريبيل 33ج;شوكولاتة ريبيل 33ج;1;3;2.397;2.5;1;FALSE;0
40111216;شوكولاتة باونتي 2*5 28ج(57)ج;شوكولاتة باونتي 2*5 28ج(57)ج;1;3;2.313;2.5;1;FALSE;0
6294001800279;شوكولاتة جالكسي كرسبي36ج;شوكولاتة جالكسي كرسبي36ج;1;3.5;2.647;3;1;FALSE;0
6221134001129;شوكولاتة جالكسي بالزبيب والبندق40ج;شوكولاتة جالكسي بالزبيب والبندق40ج;1;3.29;2;2;1;FALSE;0
6294001815266;شوكولاتة جالكسي غامقة40ج;شوكولاتة جالكسي غامقة40ج;1;3.5;2.22;3;1;FALSE;0
6221134000986;شوكولاتة جالكسي بالبندق40ج;شوكولاتة جالكسي بالبندق40ج;1;3.29;2;2;1;FALSE;0
6221134004922;شوكولاتة جالكسي بالحليب36ج;شوكولاتة جالكسي بالحليب36ج;1;3.5;2.654;3;1;FALSE;0
6294001820017;شوكولاتة جالكسيبالحليب 22ج;شوكولاتة جالكسيبالحليب 22ج;1;1.64;1;1;1;FALSE;0
6221134000108;شوكولاتة جالكسي فلوتس 22.5ج;شوكولاتة جالكسي فلوتس 22.5ج;1;1.5;0.917;1;1;FALSE;0
6221134002638;شوكولاتة جالكسي فلوتس 45ج;شوكولاتة جالكسي فلوتس 45ج;1;2.5;1.226;2;1;FALSE;0
6294001810490;شوكولاتة جالكسي بالكرامل 20ج;شوكولاتة جالكسي بالكرامل 20ج;1;1.5;0.933;1;1;FALSE;0
5000159461122;شوكولاتة سنكرس 50ج;شوكولاتة سنكرس 50ج;1;3;2.282;2.5;1;FALSE;0
6294001800019;شوكولاتة جالكسي كريسبي 16 ج;شوكولاتة جالكسي كريسبي 16 ج;1;1.5;0.868;1;1;FALSE;0
6221134005974;جالكسي فلوتس بكريمة بيضاء 22.5ج;شوكولاتة جالكسي فلوتس بكريمة بيضاء 22.5ج;1;1.5;1;1;1;FALSE;0
5000159459273;شوكولاتة توكس كراميل 25ج;شوكولاتة توكس كراميل 25ج;1;1.5;1;1;1;FALSE;0
4607065737849;شوكولاتة باونتي 28.5ج;شوكولاتة باونتي 28.5ج;1;1.5;1;1;1;FALSE;0
6294001813392;شوكولاتة مارس 33ج;شوكولاتة مارس 33ج;1;1.5;1;1;1;FALSE;0
5000159459228;شوكولاتة توكس 50ج;شوكولاتة توكس 50ج;1;3;2.341;2.5;1;FALSE;0
6294001813316;شوكولاتة سنكرس 32ج;شوكولاتة سنكرس 32ج;1;1.5;1;1;1;FALSE;0
5053990107339;بطاطس برنجلز طعم اصلي40ج;بطاطس برنجلز40ج;1;3.5;2.784;3;1;FALSE;0
5053990107278;بطاطس برنجلز طعم الشواء 40ج;بطاطس برنجلز 40ج;1;3.5;2.932;3;1;FALSE;0
5053990107292;بطاطس برنجلز حاره40ج;بطاطس برنجلز40ج;1;3.5;2.904;3;1;FALSE;0
5053990101566;بطاطس برنجلز كاتشب 165ج;بطاطس برنجلز 165ج;1;9;8.293;8.5;1;FALSE;0
5053990101528;بطاطس برنجلز طعم الشواء165ج;بطاطس برنجلز165ج;1;9;8.5;8.5;1;FALSE;0
5053990101573;بطاطس برنجلزالاصلي165ج;بطاطس برنجلز165ج;1;9;7;7;1;FALSE;0
5053990101542;بطاطس برنجلز حاره 165ج;بطاطس برنجلز165ج;1;9;7.602;8.5;1;FALSE;0
6291028007100;مستر كريسبس هالابينو 65ج;مستر كريسبس هالابينو 65ج;1;10;6;6;1;FALSE;0
6291028016119;مستر كريسبي الذرة كورلس 80 ج;مستر كريسبي الذرة كورلس 80 ج;1;8;6;6;1;FALSE;0
6287014280008;عيدان البطاطا فلفل حار 45ج;عيدان البطاطا فلفل حار 45ج;1;3.5;3;3;1;FALSE;0
6287014280015;عيدان البطاطا ملح 45ج;عيدان البطاطا ملح 45ج;1;3.5;3;3;1;FALSE;0
6281016905419;كيس فيشار البطل بالجبنة;كيس فيشار البطل بالجبنة;1;9.86;8;8;1;FALSE;0
6281016192857;فيشار البطل فلفل حار;فيشار البطل فلفل حار;8;9.86;8;8;1;FALSE;0
6281016800141;فيشار البطل بالذبدة;فيشار البطل بالذبدة;8;9;8.975;8.5;1;FALSE;0
6281036171245;بطاطس تسالي فلفل حار;بطاطس تسالي فلفل حار;1;12;11.242;11.5;1;FALSE;0
6281036001955;بطاطس ليز حار نار;بطاطس ليز حار نار;3;14;13;13;1;FALSE;0
6281016106823;بطاطس البطل كاتشب;بطاطس البطل كاتشب;8;10;9.049;9.5;1;FALSE;0
6281016503554;سناكس الذرة البطل طماطم حلوة;سناكس الذرة البطل طماطم حلوة;8;10;9.428;9.5;1;FALSE;0
6281016960135;بطاطس البطل ملح وخل;بطاطس البطل ملح وخل;9;10;9.374;9.5;1;FALSE;0
6281016004686;دانيو البطل كاتشب;دانيو البطل كاتشب;8;11;9;9;1;FALSE;0
6291028001016;بفك اماراتي *25كيس;بفك اماراتي *25كيس;8;12;10;10;1;FALSE;0
6281036171146;بطاطس تسالي كاتشب;بطاطس تسالي كاتشب;3;12;11.793;11.5;1;FALSE;0
6084001002519;بطاطس بشكل فخد الدجاج خضراوات*20كيس;بطاطس بشكل فخد الدجاج خضراوات*20كيس;8;10;9.366;9.5;1;FALSE;0
6084001000003;شرائح بطاطس خضراوات;شرائح بطاطس خضراوات;1;0.5;0.25;0.25;1;FALSE;0
6281016502854;بطاطس البطل بالجبنة;بطاطس البطل بالجبنة;1;10;9.815;9.5;1;FALSE;0
6281016312125;بطاطس البطل بالملح;بطاطس البطل بالملح;8;10;9.322;9.5;1;FALSE;0
6281036008114;بطاطس دوريتوس حار حلو;بطاطس دوريتوس حار حلو;28;16;15.367;15.5;1;FALSE;0
6281036137104;بطاطس ليز ماكس حار;بطاطس ليز ماكس حار;1;7.5;6.599;7;1;FALSE;0
6281036108203;بطاطس ليز حار;بطاطس ليز حار;1;7;0;0;1;FALSE;0
6281036115300;بطاطس ليز بالملح والخل;بطاطس ليز بالملح والخل;1;2;1.413;1.5;1;FALSE;0
6281036134103;بطاطس ليز ماكس حار 50 جرام;بطاطس ليز ماكس حار;1;2.25;1;1;1;FALSE;0
6281036177254;بطاطس تسالي فلفل حار;بطاطس تسالي فلفل حار;1;5.5;4.956;5;1;FALSE;0
6281036171214;بطاطس تسالي فلفل حار;بطاطس تسالي فلفل حار;1;1;0.5;0.5;1;FALSE;0
6281036115102;بطاطس ليز كاتشب بالطماطم;بطاطس ليز كاتشب بالطماطم;1;2.5;0;0;1;FALSE;0
6281036357502;بطاطس كويفرز بالجبنة;بطاطس كويفرز بالجبنة;1;5.5;4.724;5;1;FALSE;0
6281036108005;بطاطس ليز بالملح;بطاطس ليز بالملح;1;7;0;0;1;FALSE;0
6281036197207;بطاطس ليز فورنو بالجبنة;بطاطس ليز فورنو بالجبنة;1;8;0;0;1;FALSE;0
6281036247407;بطاطس شيتوس حار نار;بطاطس شيتوس حار نار;1;8;0;0;1;FALSE;0
6281036137203;بطاطس ليز ماكس جبنة الشيدر;بطاطس ليز ماكس جبنة الشيدر;1;8;0;0;1;FALSE;0
6281016731711;بطاطس البطل بالملح;بطاطس البطل بالملح;1;3.5;2.51;3;1;FALSE;0
6281016901664;بطاطس البطل فشار كراميل;بطاطس البطل فشار كراميل;1;5.5;4.98;5;1;FALSE;0
6281036125705;بطاطس ليز بالجبنة;بطاطس ليز بالجبنة;1;3.5;2.883;3;1;FALSE;0
6281036174185;بطاطس تسالي بالكاتشب;بطاطس تسالي بالكاتشب;1;5.47;4;4;1;FALSE;0
6281036567208;بطاطس دوريتوس حار حلو;بطاطس دوريتوس حار حلو;1;8;0;0;1;FALSE;0
6281036197108;بطاطس ليز فورنو فلفل أسود;بطاطس ليز فورنو فلفل أسود;1;8;0;0;1;FALSE;0
6281036194107;بطاطس فورنو فلفل أسود;بطاطس فورنو فلفل أسود;1;2.5;0;0;1;FALSE;0
6281016010540;بطاطس البطل داينو;بطاطس البطل داينو;1;3.5;2;2;1;FALSE;0
6281016900469;بطاطس البطل بالكاتشب;بطاطس البطل بالكاتشب;1;3.5;2.793;3;1;FALSE;0
6281016900483;بطاطس البطل بالملح والخل;بطاطس البطل بالملح والخل;1;3.5;2.56;3;1;FALSE;0
6281016840710;بطاطس البطل فشار بنكهة الفلفل;بطاطس البطل فشار بنكهة الفلفل;1;5.5;4.612;5;1;FALSE;0
6281016590318;بطاطس البطل فشار بنكهة الجبنة;بطاطس البطل فشار بنكهة الجبنة;1;5.5;4.555;5;1;FALSE;0
6281036002013;بطاطس ليز حار نار;بطاطس ليز حار نار;1;7;0;0;1;FALSE;0
6281036567109;بطاطس دوريتوس جبنة الناتشو;بطاطس دوريتوس جبنة الناتشو;1;8;0;0;1;FALSE;0
6281016900506;بطاطس البطل بالجبنة;بطاطس البطل بالجبنة;1;3.5;2.73;3;1;FALSE;0
6281016900759;بطاطس البطل فشار بالزبدة;بطاطس البطل فشار بالزبدة;1;5.5;4.802;5;1;FALSE;0
6281016010526;بطاطس البطل دبي;بطاطس البطل دبي;1;3.5;2.434;3;1;FALSE;0
6281036002020;بطاطس ليز بالفلفل الحار;بطاطس ليز بالفلفل الحار;1;3.5;2.924;3;1;FALSE;0
6281036194206;بطاطس ليز فورنو بالجبنة;بطاطس ليز فورنو بالجبنة;1;2.5;0;0;1;FALSE;0
6281036008305;بطاطس دوريتوس جبنة الناتشو;بطاطس دوريتوس جبنة الناتشو;1;3.5;2.958;3;1;FALSE;0
6281036134202;بطاطس ليز ماكس جبنة الشيدر 50 جرام;بطاطس ليز ماكس جبنة الشيدر;1;2.5;1;1;1;FALSE;0
6281016731612;بطاطس البطل بالفلفل الحار;بطاطس البطل بالفلفل الحار;1;3.5;2.512;3;1;FALSE;0
6281036284105;بطاطس صن بايتس زيتون وزعتر بري;بطاطس صن بايتس زيتون وزعتر بري;1;3;2;2;1;FALSE;0
6281016900681;بطاطس البطل فشار بالجبنة;بطاطس البطل فشار بالجبنة;1;1.09;0.5;0.5;1;FALSE;0
6281016901602;بطاطس البطل فشار بالكراميل;بطاطس البطل فشار بالكراميل;1;1.09;0.5;0.5;1;FALSE;0
4200006200;فيشار اللؤلؤة;فيشار اللؤلؤة;1;1;0.5;0.5;1;FALSE;0
6281016502847;بطاطس البطل بالجبنة;بطاطس البطل بالجبنة;1;0.5;0;0;1;FALSE;0
6281004515033;كريك كراك بالكاتشب;كريك كراك بالكاتشب;1;0.5;0.25;0.25;1;FALSE;0
9556923000203;وجبات الذرة بالدجاج;وجبات الذرة بالدجاج;1;0.55;0.25;0.25;1;FALSE;0
6084001000065;بطاطس نورة;بطاطس نورة;1;0.55;0.25;0.25;1;FALSE;0
6291011006233;بطاطس دوتكو;بطاطس دوتكو;1;0.55;0.25;0.25;1;FALSE;0
5000159309332;شوكولاتة تويكس;شوكولاتة تويكس;1;13;11.72;12.5;1;FALSE;0
8000380005949;شوكولاتة لواكر;شوكولاتة لواكر;1;11;9;9;1;FALSE;0
8000500227848;شوكولاتة نوتيلا;شوكولاتة نوتيلا;1;12;10.298;11.5;1;FALSE;0
4011100037915;شوكولاتة سنكرس;شوكولاتة سنكرس;1;13;11.21;12.5;1;FALSE;0
040000005179;شوكولاتة ام اند امز;شوكولاتة ام اند امز;1;4;2.949;3.5;1;FALSE;0
5900223011324;حلاوة كراميل;حلاوة كراميل;1;9;7.57;8.5;1;FALSE;0
04052300;شوكولاتة ام اند امز;شوكولاتة ام اند امز;1;4;3.045;3.5;1;FALSE;0
4011100023925;شوكولاتة باونتي;شوكولاتة باونتي;1;13;10.841;12.5;1;FALSE;0
5000159020312;شوكولاتة مالتيزرز;شوكولاتة مالتيزرز;1;3;2.376;2.5;1;FALSE;0
4011100023710;شوكولاتة مارس;شوكولاتة مارس;1;13;11.557;12.5;1;FALSE;0
04051806;شوكولاتة ام اند امز;شوكولاتة ام اند امز;1;4;2.9;3.5;1;FALSE;0
6281016901619;بطاطس البطل فشار كراميل;بطاطس البطل فشار كراميل;1;12;10;10;1;FALSE;0
4008400181523;شوكولاتة فيريو رافيلو;شوكولاتة فيريو رافيلو;1;16.43;14;14;1;FALSE;0
80001508;شوكولاتة لواكر;شوكولاتة لواكر;1;1.64;1;1;1;FALSE;0
8000500224281;شوكولاتة نوتيلا;شوكولاتة نوتيلا;1;2;1.627;1.5;1;FALSE;0
40084077;شوكولاتة كيندر ماكسي;شوكولاتة كيندر ماكسي;1;1.5;0.53;0.5;1;FALSE;0
034000440887;شوكولاتة ريسيس;شوكولاتة ريسيس;1;4;3.304;3.5;1;FALSE;0
80052487;شوكولاتة فيريو رافيلو;شوكولاتة فيريو رافيلو;1;4;3.218;3.5;1;FALSE;0
80001492;شوكولاتة لواكر;شوكولاتة لواكر;1;1.64;1;1;1;FALSE;0
80052760;شوكولاتة كيندر بوينو;شوكولاتة كيندر بوينو;1;3;2.461;2.5;1;FALSE;0
5000312003602;شوكولاتة فليك;شوكولاتة فليك;1;1.5;1;1;1;FALSE;0
80001362;شوكولاتة لواكر;شوكولاتة لواكر;1;1;0.5;0.5;1;FALSE;0
6294003532956;شوكولاتة كيت كات;شوكولاتة كيت كات;1;1.25;0.5;0.5;1;FALSE;0
4011100156364;حلويات سكيتلز;حلويات سكيتلز;1;3;2.182;2.5;1;FALSE;0
5000159376792;حلويات سكيتلز;حلويات سكيتلز;1;3;2;2;1;FALSE;0
6281004327025;علك غندور;علك غندور;1;10;8.3;9.5;1;FALSE;0
7622210865410;علك هولز;علك هولز;1;19.71;15;15;1;FALSE;0
6281004039225;علك غندور بالونة;علك غندور بالونة;8;10;9.498;9.5;1;FALSE;0
796648107255;علك غندور;علك غندور بالهيل;11;5.5;4.956;5;1;FALSE;0
8801062212163;علك وولي بولي;علك وولي بولي;11;10;8;8;1;FALSE;0
796648171256;علك نوفا بالنعناع;علك نوفا بالنعناع;11;10;9.234;9.5;1;FALSE;0
046572802086;علك بوبلي;علك بوبلي;1;13;11;11;1;FALSE;0
62810098;علك غندور;علك غندور;1;0.5;0.25;0.25;1;FALSE;0
7622210865496;علك هولز;علك هولز;1;1;0.5;0.5;1;FALSE;0
6281004388033;علك غندور بالونة;علك غندور بالونة;1;0.5;0.25;0.25;1;FALSE;0
4003994112427;كورن فلكس;كورن فلكس;1;23;19;19;1;FALSE;0
5900020030962;كونتري كورن فلكس;كونتري كورن فلكس;1;16.43;13;13;1;FALSE;0
7613037057324;كورن فلكس نسكويك;كورن فلكس نسكويك;1;22;21.5;21.5;1;FALSE;0
8690632048826;كورن فلكس نسكويك;كورن فلكس نسكويك;1;21.91;19;19;1;FALSE;0
5053827185806;كورن فلكس;كورن فلكس;1;14.5;11;11;1;FALSE;0
6294001814153;شوكولاتة جواهر 197ج;شوكولاتة جواهر;1;24;20.647;23.5;1;FALSE;0
6294001814139;شوكولاتة جواهر;شوكولاتة جواهر;1;42;36.463;41.5;1;FALSE;0
6294003532963;كيت كات;كيت كات;12;34;30;30;1;FALSE;0
8690120160177;شوكولاتة توركو;شوكولاتة توركو;5;24.09;20;20;1;FALSE;0
6281016901220;شوكولاتة رينقو;شوكولاتة رينقو;3;11;10.485;10.5;1;FALSE;0
6291014104325;بيست فول سوداني;بيست فول سوداني;5;12;10;10;1;FALSE;0
6281100720164;شوكولاتة ريكو;شوكولاتة ريكو;7;13;12.268;12.5;1;FALSE;0
6291003045394;شوكولاتة كومبو;شوكولاتة كومبو;1;12.05;10;10;1;FALSE;0
6291003205187;شوكولاتة بريك;شوكولاتة بريك;5;12;10.714;11.5;1;FALSE;0
6287001880440;حلوى جيلي كولا;حلوى جيلي كولا;5;12;10;10;1;FALSE;0
6291003203534;شوكولاتة بريك;شوكولاتة بريك;3;12.05;10;10;1;FALSE;0
6281100700029;حلوى أبو نظارة;حلوى أبو نظارة;1;18;15;15;1;FALSE;0
8691066111162;شوكولاتة سوبر رول;شوكولاتة سوبر رول;5;12;10;10;1;FALSE;0
7622210181695;شوكولاتة فليك;شوكولاتة فليك;12;50;49;49;1;FALSE;0
8699141057053;شوكولاتة أمادا;شوكولاتة أمادا;1;7;5.687;6.5;1;FALSE;0
12345678;فول سوداني كيس نص كيلو;فول سوداني كيس نص كيلو;1;8;6;6;1;FALSE;0
12345679;حب شمس بدون ملح;انتهاء 2020/5/30;1;8;6;6;1;FALSE;0
12345671;حب قرع نص كيلو;حب قرع نص كيلو;1;15;0;0;1;FALSE;0
12345672;حب مصري نص كيلو;حب مصري نص كيلو;1;15;12;12;1;FALSE;0
12345673;كاجو مملح نص كيلو;كاجو مملح نص كيلو;1;30;29;29;1;FALSE;0
12345674;كاجو بدون ملح نص كيلو;كاجو بدون ملح;1;30;0;0;1;FALSE;0
12345675;مكسرات لوز حب مملح نص كيلو;مكسرات لوز حب بدون ملح نص كيلو;1;20;20;20;1;FALSE;0
12345676;مكسرات فستق نصف كيلو;مكسرات فستق بدون ملح نص كيلو;1;30;0;0;1;FALSE;0
12345677;مكسرات مشكل نص كيلو;مكسرات مشكل نص كيلو;1;8.76;7;7;1;FALSE;0
12345661;كيس شابورة 800 جرام;كيس شابورة 800 جرام;1;10.95;9;9;1;FALSE;0
12345662;زعفران أبو شيبة 3ج;زعفران أبو شيبة 3ج;1;10.95;9;9;1;FALSE;0
12345663;مطازيز فاخر320 جرام;مطازيز فاخر320 جرام;1;7;6.125;6.5;1;FALSE;0
12345664;حلقوم 24 حبة;حلقوم 24 حبة;1;12.05;10;10;1;FALSE;0
6084001002540;كيس بطاطس وجبات الذرة بالطماطم;كيس بطاطس وجبات الذرة بالطماطم;7;14;12.361;13.5;1;FALSE;0
6281036113351;كيس بطاطس ليز بالملح والخل;كيس بطاطس ليز بالملح والخل;3;16;0;0;1;FALSE;0
6281004042027;كرتون علك غندور بالونة;كرتون علك غندور بالونة;5;15.33;13;13;1;FALSE;0
6294001820314;شوكولاتة جالكسي;شوكولاتة جالكسي;1;13;11.801;12.5;1;FALSE;0
6281100720201;كرتون شوكولاتة تريكسي;كرتون شوكولاتة تريكسي;5;12;10.494;11.5;1;FALSE;0
6281100720324;شوكولاتة كرتون ميرو;شوكولاتة كرتون ميرو;5;12;10;10;1;FALSE;0
6291003191930;مايونيز حياة 236.5 مل;مايونيز حياة 236.5 مل;1;5.5;4.5;4.5;1;FALSE;0
6291003162282;مايونيز حياة 500 مل;مايونيز حياة 500 مل;1;11;8.702;10.5;1;FALSE;0
6281102100834;مسحوق كاكاو ناعم ريحان;مسحوق كاكاو ناعم ريحان;1;11;9;9;1;FALSE;0
8716200123419;حليب مجفف أبو قوس كامل الدسم 400 جرام;حليب مجفف أبو قوس كامل الدسم 400 جرام;1;21;18;18;1;FALSE;0
757449229881;مايونيز أمريكان سلفري 237 مل;مايونيز أمريكان سلفري 237 مل;1;6.57;5;5;1;FALSE;0
6281014111010;مايونيز قودي 473 مل;مايونيز قودي 473 مل;1;12;11.31;11.5;1;FALSE;0
6281014111003;مايونيز قودي 237 مل;مايونيز قودي 237 مل;1;9;8.294;8.5;1;FALSE;0
757449229836;صلصة فرنسية أمريكان سافري 237 مل;صلصة فرنسية أمريكان سافري 237 مل;1;11;9;9;1;FALSE;0
6281101140091;طحينة مصنع الشبرا للحلويات 500 جرام;طحينة مصنع الشبرا للحلويات 500 جرام;1;15.5;13;13;1;FALSE;0
757449229843;صلصة الرانش أمريكان سافري 237 مل;صلصة الرانش أمريكان سافري 237 مل;1;11;9;9;1;FALSE;0
6290400030095;شوفان كويكر 500 جرام;شوفان كويكر 500 جرام;1;10;9.225;9.5;1;FALSE;0
6281101140084;طحينة مصنع شبرا للحلويات 250 جرام;طحينة مصنع شبرا للحلويات 250 جرام;1;9;8.061;8.5;1;FALSE;0
5202118121058;زيتون أسود إيديال 440 جرام;زيتون أسود إيديال 440 جرام;1;10.5;9.419;9.5;1;FALSE;0
6281020280519;زبدة الفول السوداني لونا 340 جرام;زبدة الفول السوداني لونا 340 جرام;1;10.95;8;8;1;FALSE;0
6281041228118;المشمش;مربى المشمش حلواني 400 جرام;1;11;7;7;1;FALSE;0
6281106000017;زيتون أسود أليسا 212 جرام;زيتون أسود أليسا 212 جرام;1;4;3.334;3.5;1;FALSE;0
6281041228415;مربى الفراولة حلواني 400 جرام;مربى الفراولة حلواني 400 جرام;1;9;8.382;8.5;1;FALSE;0
6281106000055;زيتون أخضر أليسا 212 جرام;زيتون أخضر أليسا 212 جرام;1;4;3;3;1;FALSE;0
6281106000031;زيتون أسود أليسا 370 جرام;زيتون أسود أليسا 370 جرام;1;5;3.842;4.5;1;FALSE;0
051500022665;زبدة الفول السوداني جوبر 340 جرام;زبدة الفول السوداني جوبر 340 جرام;1;19.71;16;16;1;FALSE;0
8716200123426;حليب أبو قوس مجفف كامل الدسم 900 جرام;حليب أبو قوس مجفف كامل الدسم 900 جرام;1;38;34.685;37.5;1;FALSE;0
8716200123433;حليب أبو قوس مجفف 1800 جرام;حليب أبو قوس مجفف 1800 جرام;1;65;60.664;64.5;1;FALSE;0
5760466969970;حليب بوك مجفف 1800 جرام;حليب بوك مجفف 1800 جرام;1;54;45;45;1;FALSE;0
5352101542893;كاسترد فوستر كلاركس 450 جرام;كاسترد فوستر كلاركس 450 جرام;1;8;6;6;1;FALSE;0
6281041229610;مربى فواكه مشكلة حلواني 400 جرام;مربى فواكه مشكلة حلواني 400 جرام;1;9;8.5;8.5;1;FALSE;0
6281041229016;مربى التين حلواني 400 جرام;مربى التين حلواني 400 جرام;1;8.76;7;7;1;FALSE;0
6281007046725;حليب مكثف محلى المراعي;حليب مكثف محلى المراعي;1;9;6.609;8.5;1;FALSE;0
6281041004712;حلاوة طحينية النخلة 500 جرام;حلاوة طحينية النخلة 500 جرام;1;17;14.93;16.5;1;FALSE;0
6204042432889;حلاوة طحينية النجمة 250 جرام;حلاوة طحينية النجمة 250 جرام;1;8.5;7;7;1;FALSE;0
6205575690814;حلاوة طحينية ممتازة النجمة 250 جرام;حلاوة طحينية ممتازة النجمة 250 جرام;1;6.5;0.537;6;1;FALSE;0
8428916889403;شرائح زيتون أخضر أكورسا240 جرام;شرائح زيتون أخضر أكورسا240 جرام;1;5;4;4;1;FALSE;0
6281007142366;حليب المراعي مبخر قليل الدسم 161 مل;حليب المراعي مبخر قليل الدسم 161 مل;1;3;2.409;2.5;1;FALSE;0
6281020050211;حليب لونا كامل الدسم 159 مل;حليب لونا كامل الدسم 159 مل;1;3;2;2;1;FALSE;0
8716200674942;حليب أبو قوس الأصلي 160 مل;حليب أبو قوس الأصلي 160 مل;1;3;2.371;2.5;1;FALSE;0
6281041005511;حلاوة طحينية النخلة 250 جرام;حلاوة طحينية النخلة 250 جرام;1;10;9.265;9.5;1;FALSE;0
6294003575236;حليب نيدو للأطفال من 1-3 سنوات 400 جرام;حليب نيدو للأطفال من 1-3 سنوات 400 جرام;1;26.29;20;20;1;FALSE;0
8428916029403;شرائح زيتون أسود أكورسا 240 جرام;شرائح زيتون أسود أكورسا 240 جرام;1;5;4.442;4.5;1;FALSE;0
6281007035453;شد حليب مبخر 170 جرام المراعي 6 حبات;شد حليب مبخر 170 جرام المراعي 6 حبات;1;11;9;9;1;FALSE;0
6281020293236;حليب مكثف محلى لونا 395 جرام;حليب مكثف محلى لونا 395 جرام;1;7.67;6;6;1;FALSE;0
7613036055901;حليب مكثف محلى نستلة 397 جرام;حليب مكثف محلى نستلة 397 جرام;1;9;8.036;8.5;1;FALSE;0
8428916869306;زيتون أخضر محشي أكورسا 240 جرام;زيتون أخضر محشي أكورسا 240 جرام;1;5;4;4;1;FALSE;0
5283003202007;حمص بالطحينة شتورة 180 جرام;حمص بالطحينة شتورة 180 جرام;1;2.5;1.891;2;1;FALSE;0
6281036002037;بطاطس ليز حار نار 80 غرام;بطاطس ليز حار نار 80 غرام;1;3.5;2.815;3;1;FALSE;0
6084012810172;ذرة بفك;ذرة بفك;8;13;10;10;1;FALSE;0
6281016840239;فيشار بنكة الزبدة;فيشار بنكة الزبدة;3;10;9;9;1;FALSE;0
6281039821437;كرسبي حروف;كرسبي حروف;8;12;10.731;11.5;1;FALSE;0
6281101260362;عصير كابري سن *10;عصير كابري سن *10;3;13;11;11;1;FALSE;0
6281101260348;عصير كابري سن *10;عصير كابري سن *10;10;13;12.317;12.5;1;FALSE;0
6281063018087;طماطم حب مقشرة بيب 400 قرام;طماطم حب مقشرة بيب 400 قرام;1;2.5;1;1;1;FALSE;0
6210772056585;مخلل مشكل تيمور زاهي 450 جرام;مخلل مشكل تيمور زاهي 450 جرام;1;5.5;4;4;1;FALSE;0
6281020010819;فاصوليا حمراء لونا 400 جرام;فاصوليا حمراء لونا 400 جرام;1;4;3.445;3.5;1;FALSE;0
6281020010710;فاصوليا بالطماطم لونا 400 جرام;فاصوليا بالطماطم لونا 400 جرام;1;4;2;2;1;FALSE;0
6281014635011;شرائح أناناس قودي 567 جرام;شرائح أناناس قودي 567 جرام;1;7;6.084;6.5;1;FALSE;0
6281020010512;فاصوليا بيضاء لونا 400 جرام;فاصوليا بيضاء لونا 400 جرام;1;3.5;2;2;1;FALSE;0
6281014150705;فشار قودي 284 جرام;فشار قودي 284 جرام;1;5;4.432;4.5;1;FALSE;0
6281063100140;حمص حب بيب 370 جرام;حمص حب بيب 370 جرام;1;3.5;2;2;1;FALSE;0
